"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
3.06367789065893,-1.91071458872714,4.26978516873021,-1.59318602283931,-1.53400952132174,6.63857845117484,-6.96320960007067,0.804910050093057,3.31315170285185,3.17741211182533,-0.517299684603643,-3.26382441519467,1.20100535893491,-3.39610894047673,3.4304343341866,-1.16630199316729,-2.31562939771108,6.63991786476817,-0.183985362674696,4.73845377636186,-6.8926269520339
-12.6485487412578,-6.90751003875244,-0.462376981473278,-5.09323945570167,-0.500659741452529,-5.85046460080783,-9.71634994366057,-1.02500963809332,0.437015428655815,4.88200441392234,-7.87128293718614,-5.65788751880632,-10.0735826600538,-1.20322607692327,2.93217081562196,-4.10261056490089,7.57167799337188,7.21544196862328,-2.55722159519476,-2.10875805029068,2.24305496915868
0.292239573289384,-2.51364942243071,7.98975878590766,3.98844684511578,-1.57755283673587,-4.98970145201187,-4.52240365783547,-9.27911994813566,-4.45805620474018,5.38958258981245,-3.82327651556211,6.96898464810496,5.68490435232687,9.48775750391525,-1.69585089111224,0.213934505249982,2.44267933091768,2.99859459924979,-0.81031641472936,-4.11332317271942,-4.16792917070785
-6.52804695487535,-2.9842407658531,-0.899415936377142,9.07603316778531,0.789212061456969,-0.177355658407099,7.01520852038345,-7.32984903985234,6.46644416304163,-11.5479744550104,1.07021543245908,-5.20107987291613,-2.28110164998005,-4.00741093251697,2.7196491741996,7.59615662477564,-14.407524093109,-4.27206352238383,-5.84289492984334,1.25108833190232,11.5703756638866
-1.46301033123229,-1.82218838745301,2.41834031380314,-0.653009339045334,0.776705801605852,-10.8116124578871,-3.34935559632821,8.27368919687744,-0.66183923002389,2.3724950169596,2.70957499885176,-0.0961961273610688,-4.79391826471303,-7.58173742639484,-6.97400990024366,-0.08706370074873,6.68214125286311,3.62698209503981,2.85362952397553,-0.248157028518976,-0.89508887539063
0.122771140529687,-9.70404396634422,3.40926983606491,1.22375090592194,3.47743274741669,-13.2242609769441,4.05737344897219,1.100112315036,-8.52088596050959,-3.32097513888926,6.87946499834804,-0.387018922390318,4.61145026809415,8.60570167122025,-3.4565605953259,4.93167492373382,7.47333472939709,-11.3432147910406,6.73404781409007,-1.20020044468622,-7.2937563930623
12.060413446222,0.862095103768761,-2.43190862673793,3.27369186359964,-0.0434765549564063,1.20563841254516,-1.83202048804764,-1.86913908358378,-5.10496024887703,3.61182878106534,8.04029642039469,-0.647236720542593,0.541713859004293,7.39927349796944,-5.22022325885025,8.34196024579708,2.3809553539288,-3.27193040661069,8.21645667495336,5.1151711568487,2.48256772623148
-6.00726962689721,-3.62986681071591,1.61733375137674,3.35404701402926,-2.44926740221166,-2.6908367992188,0.841610438193219,1.47261977115874,1.89658634150652,8.97332919497113,-3.87047658307907,6.69605029154657,-4.65593495321592,2.91399895778611,-5.2444366357256,-5.72198113522835,2.45061612507466,-2.476646774388,-5.74866480575013,-5.82735533902397,-3.51787001435788
-3.85081518249705,-2.5678668834907,0.267580796178301,-0.515535632382449,0.242395951259099,-8.03665062024448,-2.94198779753207,1.57126452450058,0.618894763847032,-0.379683424090654,3.89730446374281,3.88416356781834,-3.50150634653775,-2.80153779998728,-3.89216078257235,2.41997518944419,-5.13406234058241,-0.960700438405924,0.441600227622723,5.00793503649563,6.20581966757571
4.96692609188742,-4.68336298075072,-11.1726946842687,-3.90761747351801,-6.16501719854033,8.41786316710078,-1.96388768882621,-0.325811239740084,3.50926967119697,1.43868296922138,6.12107725623905,-0.666575736912836,-0.570384833155621,-1.08244343198276,0.428181350674913,0.299722091594086,1.93706871208059,-1.41119342822592,4.40679569291708,8.23041291335609,4.39592093401497
14.6220015503844,-1.61808358510204,14.0048571183569,-5.32760104535896,-2.39625029804697,4.16656695102505,5.18165106118942,0.751602703185314,1.28830033873987,-5.47782478294842,8.00611213044857,8.61288980379755,0.821030928084556,4.8657097020585,3.78231814294442,1.03354489576966,-1.89944257797686,2.84661608620855,-0.110467008410514,5.37910849975133,-4.11825555480585
2.72302367093234,4.57116376438032,-0.912820458561296,-4.1547681692461,4.5699709662409,-1.45718107252978,-4.48856106665386,2.22019951394567,-5.36500664947658,1.01147517452717,2.85372893034716,1.32492333225014,10.4331105265319,-7.57680065769504,7.66884231359419,1.32159312731408,-4.22837575595227,-6.4662387313706,-0.489623102678276,4.5410540209808,4.12418035709256
-8.47514358091252,-0.306702236031413,0.0175543099800779,-6.38235545660509,5.15189967973344,-1.18282155466691,-14.124766412572,-2.39837357920451,15.0555489827631,-2.09080564739487,-3.5117449984546,-7.44369490420122,2.05454668412445,-3.98113987554835,-3.87421014952634,1.41601547469807,6.23132392367645,0.915916446552098,3.10509340291585,-9.2316072889404,9.33614518130415
-1.52271671700142,9.60794187801998,-4.00812150800741,-3.51087884883349,1.20360446053739,-4.1391369878385,4.31858074212882,4.83301212642016,-5.51344335344901,-0.825610452659357,-2.75494954801805,4.36455626257144,-1.36569128101097,8.15967193475313,-2.56739087149403,-0.992572788495342,0.963380126796429,-2.8446529021041,4.41020934397442,-6.58758813710458,-1.93882874941738
